Row_ID,Paper_ID,Authors,Year,Title,ID_FullText,Case countries,Continent,Latitude,Longitude,Food system classification ,"Non-legume main Farm/forest products for 
 which the production is being intensified (NOT all products produced)",Legume,Legume_all,Ecological outcome,Social outcome,Combined ecological-social outcome,Description combined ecological-social outcome,Description combined ecological-social outcome
130,329,"Lengwati D.M., Mathews C., Dakora F.D.",2020,Rotation Benefits From N2-Fixing Grain Legumes to Cereals: From Increases in Seed Yield and Quality to Greater Household Cash-Income by a Following Maize Crop,123,South Africa,Africa,-25.440278,30.9825,Grain / Groundnut,Maize,Groundnut,Groundnut,Win,Mix,Win-Mix,Positive Ecological Outcome,Positive Ecological Outcome
131,329,"Lengwati D.M., Mathews C., Dakora F.D.",2020,Rotation Benefits From N2-Fixing Grain Legumes to Cereals: From Increases in Seed Yield and Quality to Greater Household Cash-Income by a Following Maize Crop,123,South Africa,Africa,-25.440278,30.9825,Grain / Groundnut,Maize,Groundnut,Groundnut,Win,Mix,Win-Mix,Positive Ecological Outcome,Positive Ecological Outcome
326,708,"Zhao Y, Wang L, Lei X, et al",2021,Reducing carbon footprint without compromising grain security through relaxing cropping rotation system in the North China Plain,293,China,Asia,37.683333,116.616667,Grain / Groundnut,Maize & wheat,Groundnut,Groundnut,Mix,Win,Mix-Win,Positive Social Outcome,Positive Social Outcome
327,708,"Zhao Y, Wang L, Lei X, et al",2021,Reducing carbon footprint without compromising grain security through relaxing cropping rotation system in the North China Plain,293,China,Asia,37.683333,116.616667,Grain / Groundnut,Maize & wheat,Groundnut,Groundnut,Mix,Win,Mix-Win,Positive Social Outcome,Positive Social Outcome
233,506,"Ripoche A., Autfray P., Rabary B., Randriamanantsoa R., Blanchart E., Trap J., Sauvadet M., Becquer T., Letourmy P.",2021,Increasing plant diversity promotes ecosystem functions in rainfed rice based short rotations in Malagasy highlands,203,Madagascar,Africa,-19.55525,46.414953,Grain / Groundnut,Rice,Groundnut,Groundnut,Mix,Win,Mix-Win,Positive Social Outcome,Positive Social Outcome
203,441,"Oyeogbe A., Otoadese J., Ehanire B.",2021,"Diversification of maize-based intercropping systems in tropical rainforest agroecosystem of Nigeria: Productivity, profitability and soil fertility",176,Nigeria,Africa,6.316619592,5.577270124,Grain / Groundnut,Maize,Groundnut,Groundnut,Mix,Win,Mix-Win,Positive Social Outcome,Positive Social Outcome
323,682,"Yang X., Chen Y., Pacenka S., Gao W., Ma L., Wang G., Yan P., Sui P., Steenhuis T.S.",2015,Effect of diversified crop rotations on groundwater levels and crop water productivity in the North China Plain,278,China,Asia,37.833333,114.666667,Grain / Groundnut,Winter wheat-summer maize,Groundnut,Groundnut,Win,Win,Win-Win,Positive Socio-ecological Outcomes,Positive Socio-ecological Outcomes
136,338,"LI Y.-H., SHI D.-Y., LI G.-H., ZHAO B., ZHANG J.-W., LIU P., REN B., DONG S.-T.",2019,"Maize/peanut intercropping increases photosynthetic characteristics, 13C-photosynthate distribution, and grain yield of summer maize",127,China,Asia,36.166667,117.15,Grain / Groundnut,Maize,Groundnut,Groundnut,Win,Win,Win-Win,Positive Socio-ecological Outcomes,Positive Socio-ecological Outcomes
80,202,"Gnahoua J.G., Ettien D.J.B., N’zué B., De Neve S., Boeckx P.",2016,Assessment of low-input technologies to improve productivity of early harvested cassava in Côte d’Ivoire,79,Côte d’Ivoire,Africa,5.326445746,-4.369359648,Non-Grain / Groundnut,Cassava,Groundnut,Groundnut,Win,Win,Win-Win,Positive Socio-ecological Outcomes,Positive Socio-ecological Outcomes
82,202,"Gnahoua J.G., Ettien D.J.B., N’zué B., De Neve S., Boeckx P.",2016,Assessment of low-input technologies to improve productivity of early harvested cassava in Côte d’Ivoire,79,Côte d’Ivoire,Africa,5.350437589,-3.877366137,Non-Grain / Groundnut,Cassava,Groundnut,Groundnut,Win,Win,Win-Win,Positive Socio-ecological Outcomes,Positive Socio-ecological Outcomes
205,444,"Palaniappan S.P., Balasubramanian R., Ramesh T., Chandrasekaran A., Mani K.G., Velayutham M., Lal R.",2009,Sustainable management of dryland alfisols (Red Soils) in South India,178,India,Asia,9.5833335,79.0333335,Non-Grain / Groundnut,Pigeon Pea,Groundnut,Groundnut,Win,Win,Win-Win,Positive Socio-ecological Outcomes,Positive Socio-ecological Outcomes
208,444,"Palaniappan S.P., Balasubramanian R., Ramesh T., Chandrasekaran A., Mani K.G., Velayutham M., Lal R.",2009,Sustainable management of dryland alfisols (Red Soils) in South India,178,India,Asia,9.5833335,79.0333335,Non-Grain / Groundnut + Red gram,Pigeon Pea,Groundnut,Groundnut,Win,Win,Win-Win,Positive Socio-ecological Outcomes,Positive Socio-ecological Outcomes
232,505,"Reddy P.R.R., Mohammad S.",2009,Evaluation of cotton (Gossypium hirsutum)-based intercropping system through different approaches under rainfed conditions,202,India,Asia,18.05,79.366667,Non-Grain / Groundnut,Cotton,Groundnut,Groundnut,Win,Win,Win-Win,Positive Socio-ecological Outcomes,Positive Socio-ecological Outcomes
56,128,"Das R., Dhara P.K., Mandal A.R., Ray S.K.D.",2014,Agri-silvi-fruit-vegetable based agro-production system - Suitable models for sustainable land use and conservation in red-laterite and semi-arid tracks,56,India,Asia,22.45677695,87.0103222,Non-Grain / Groundnut,Gamhar + Mango,Groundnut,Groundnut,Win,Win,Win-Win,Positive Socio-ecological Outcomes,Positive Socio-ecological Outcomes
246,528,"Sarkar R.K., Sanyal S.R.",2000,Production potential and economic feasibility of sesame (Sesamum indicum)-based intercropping system with pulse and oilseed crops on rice fallow land,213,India,Asia,22.366667,88.466667,Non-Grain / Groundnut,Sesame,Groundnut,Groundnut,Win,Win,Win-Win,Positive Socio-ecological Outcomes,Positive Socio-ecological Outcomes
249,529,"Sarkar R.K., Chakraborty A.",2000,Biological feasibility and economic viability of intercropping pulse and oilseed crops with sesame (Sesamum indicum) under different planting patterns in rice-fallow gangetic alluvial land,214,India,Asia,22.366667,88.466667,Non-Grain / Groundnut,Sesame,Groundnut,Groundnut,Win,Win,Win-Win,Positive Socio-ecological Outcomes,Positive Socio-ecological Outcomes
252,530,"Sarkar R.K., Chakraborty A., Bala B.",1998,Biological potential and economic feasibility of intercropping of sunflower (Helianthus annuus) with pulses and oilseeds under different planting patterns on rice fallow land,215,India,Asia,22.366667,88.466667,Grain / Groundnut,Sunflower,Groundnut,Groundnut,Win,Win,Win-Win,Positive Socio-ecological Outcomes,Positive Socio-ecological Outcomes
24,50,"Baishya L.K., Ansari M.A., Sarkar D., Ghosh M., Kumar S., Prakash N.",2016,Productivity enhancement in shifting cultivated lands through biofertilizer and micro-dosing of NPK in Eastern HiMalayan Region,28,India,Asia,24.816667,93.916667,Grain / Groundnut,Rice,Groundnut,Groundnut,Win,Win,Win-Win,Positive Socio-ecological Outcomes,Positive Socio-ecological Outcomes
26,50,"Baishya L.K., Ansari M.A., Sarkar D., Ghosh M., Kumar S., Prakash N.",2016,Productivity enhancement in shifting cultivated lands through biofertilizer and micro-dosing of NPK in Eastern HiMalayan Region,28,India,Asia,24.816667,93.916667,Grain / Groundnut,Maize,Groundnut,Groundnut,Win,Win,Win-Win,Positive Socio-ecological Outcomes,Positive Socio-ecological Outcomes
172,421,"Ngwira A.R., Kabambe V., Simwaka P., Makoko K., Kamoyo K.",2020,Productivity and profitability of maize-legume cropping systems under conservation agriculture among smallholder farmers in Malawi,162,Malawi,Africa,-11.73692584,33.40270095,Grain / Groundnut,Maize,Groundnut,Groundnut,Win,Win,Win-Win,Positive Socio-ecological Outcomes,Positive Socio-ecological Outcomes
294,587,"Son H.N., Kingsbury A., Hoa H.T.",2021,Indigenous knowledge and the enhancement of community resilience to climate change in the Northern Mountainous Region of Vietnam,243,Vietnam,Asia,22.48651113,105.8394589,Grain / Groundnut,Maize,Groundnut,Groundnut,Win,Win,Win-Win,Positive Socio-ecological Outcomes,Positive Socio-ecological Outcomes
275,567,"Singh L., Singh J.K., Chand L., Hasan B.",2009,"Productivity, economics and competitive indices of lentil (Lens Culinaris)-based intercropping systems in Kashmir valley",232,India,Asia,34.133333,74.866667,Non-Grain / Lentil,Brown sarson,Lentil,Lentil,Mix,Mix,Mix-Mix,Mixed Socio-ecological Outcomes,Mixed Socio-ecological Outcomes
258,540,Sharma K.C.,2018,Inter/mixed cropping of lentil (Lens culinaris) in late-sown wheat (Triticum aestivum) for higher productivity and profitability of wheat in vertisols of central india,219,India,Asia,22.616667,75.833333,Grain / Lentil,Wheat,Lentil,Lentil,Mix,Mix,Mix-Mix,Mixed Socio-ecological Outcomes,Mixed Socio-ecological Outcomes
259,540,Sharma K.C.,2018,Inter/mixed cropping of lentil (Lens culinaris) in late-sown wheat (Triticum aestivum) for higher productivity and profitability of wheat in vertisols of central india,219,India,Asia,22.616667,75.833333,Grain / Lentil,Wheat,Lentil,Lentil,Mix,Mix,Mix-Mix,Mixed Socio-ecological Outcomes,Mixed Socio-ecological Outcomes
139,356,"MacWilliam S., Wismer M., Kulshreshtha S.",2014,Life cycle and economic assessment of Western Canadian pulse systems: The inclusion of pulses in crop rotations,132,Canada,North America,49.263829,-123.134282,Grain + Non-Grain / Lentil,Canola-Wheat,Lentil,Lentil,Win,Mix,Win-Mix,Positive Ecological Outcome,Positive Ecological Outcome
334,711,"Zentner RP, Campbell CA, Selles F, et al",2007,Economics of spring wheat production systems using conventional tillage management in the Brown soil zone - Revisited,296,Canada,North America,50.285828,-107.800597,Grain / Lentil,Wheat,Lentil,Lentil,Win,Mix,Win-Mix,Positive Ecological Outcome,Positive Ecological Outcome
278,575,"Singh U., Singh S.R., Saad A.A., Khanday B.A., Singh J.K.",2011,"Yield advantage, reciprosity functions and energy budgeting of lentil (Lens culinaris) + oat (Avena sativa) intercropping under varying row ratio and phosphorus management",237,India,Asia,34.283333,74.533333,Grain / Lentil,Oats,Lentil,Lentil,Win,Mix,Win-Mix,Positive Ecological Outcome,Positive Ecological Outcome
312,631,"ul Haq M.I., Ahmad R., Jabbar A., Khalid M.",2018,The effect of different planting techniques on productivity and profitability of barley-lentil intercrops under semi-arid subtropical climate,259,Pakistan,Asia,31.333333,73.083333,Grain / Lentil,Barley,Lentil,Lentil,Win,Mix,Win-Mix,Positive Ecological Outcome,Positive Ecological Outcome
330,710,"Zentner RP, Wall DD, Nagy CN, et al",2002,Economics of crop diversification and soil tillage opportunities in the Canadian prairies,295,Canada,North America,50.285828,-107.800597,Grain / Lentil,Wheat,Lentil,Lentil,Win,Win,Win-Win,Positive Socio-ecological Outcomes,Positive Socio-ecological Outcomes
274,567,"Singh L., Singh J.K., Chand L., Hasan B.",2009,"Productivity, economics and competitive indices of lentil (Lens Culinaris)-based intercropping systems in Kashmir valley",232,India,Asia,34.133333,74.866667,Grain / Lentil,Oats,Lentil,Lentil,Win,Win,Win-Win,Positive Socio-ecological Outcomes,Positive Socio-ecological Outcomes
358,757,"Koskey G, Leoni F, Carlesi S, Avio L, Barberi P.",2022,Exploiting Plant Functional Diversity in Durum Wheat-Lentil Relay Intercropping to Stabilize Crop Yields under Contrasting Climatic Conditions,342,Italy,Europe,43.68,10.345972,Grain / Lentil,Wheat,Lentil,Lentil,Win,Win,Win-Win,Positive Socio-ecological Outcomes,Positive Socio-ecological Outcomes
4,2,"Abu-Bakar M., Ahmad R., Ehsanullah, Zahir Z.A.",2014,Comparison of barley-based intercropping system for productivity and net economic return,2,Pakistan,Asia,31.427721,73.066528,Grain / Lentil,Barley,Lentil,Lentil,Win,Win,Win-Win,Positive Socio-ecological Outcomes,Positive Socio-ecological Outcomes
374,772,"Christiansen, S., Ryan, J., Singh, M., Ates, S., Bahhady, F., Mohamed, K., Youssef, O., & Loss, S. (2015). ",2015,Potential legume alternatives to fallow and wheat monoculture for Mediterranean environments,357,Syria,Asia,37.033333,41.216667,Grain / Lentil,Wheat,Lentil,Lentil,Win,Win,Win-Win,Positive Socio-ecological Outcomes,Positive Socio-ecological Outcomes
196,435,"Ojiem J.O., Franke A.C., Vanlauwe B., de Ridder N., Giller K.E.",2014,Benefits of legume-maize rotations: Assessing the impact of diversity on the productivity of smallholders in Western Kenya,171,Kenya,Africa,0.033333,34.333333,Grain / Common bean + Soybean,Maize,Multiple Legumes,Common Bean; Soybean,Win,Mix,Win-Mix,Positive Ecological Outcome,Positive Ecological Outcome
190,435,"Ojiem J.O., Franke A.C., Vanlauwe B., de Ridder N., Giller K.E.",2014,Benefits of legume-maize rotations: Assessing the impact of diversity on the productivity of smallholders in Western Kenya,171,Kenya,Africa,0,34.683333,Grain / Common bean + Soybean,Maize,Multiple Legumes,Common Bean; Soybean,Win,Mix,Win-Mix,Positive Ecological Outcome,Positive Ecological Outcome
184,435,"Ojiem J.O., Franke A.C., Vanlauwe B., de Ridder N., Giller K.E.",2014,Benefits of legume-maize rotations: Assessing the impact of diversity on the productivity of smallholders in Western Kenya,171,Kenya,Africa,7.383333,34.733333,Grain / Common bean + Soybean,Maize,Multiple Legumes,Common Bean; Soybean,Win,Mix,Win-Mix,Positive Ecological Outcome,Positive Ecological Outcome
315,647,"Wade M.K., Sanchez P.A.",1984,Productive potential of an annual intercropping scheme in the Amazon,265,Peru,South America,-5.935857,-76.123391,Grain + Non-Grain / Cowpea + Groundnut,Corn-Rice-Cassava,Multiple Legumes,Cowpea; Groundnut,Mix,Win,Mix-Win,Positive Social Outcome,Positive Social Outcome
1,1,"Abdul Rahman N., Larbi A., Kotu B., Asante M.O., Akakpo D.B., Mellon-Bedi S., Hoeschle-Zeledon I.",2021,"Maize–legume strip cropping effect on productivity, income, and income risk of farmers in northern Ghana",1,Ghana,Africa,10.5,-2.333333,Grain / Chickpea+Cowpea,Maize,Multiple Legumes,Cowpea; Groundnut,Win,Win,Win-Win,Positive Socio-ecological Outcomes,Positive Socio-ecological Outcomes
2,1,"Abdul Rahman N., Larbi A., Kotu B., Asante M.O., Akakpo D.B., Mellon-Bedi S., Hoeschle-Zeledon I.",2021,"Maize–legume strip cropping effect on productivity, income, and income risk of farmers in northern Ghana",1,Ghana,Africa,9.5,-1.166667,Grain / Chickpea+Cowpea,Maize,Multiple Legumes,Cowpea; Groundnut,Win,Win,Win-Win,Positive Socio-ecological Outcomes,Positive Socio-ecological Outcomes
33,70,"Bezner Kerr R., Kangmennaang J., Dakishoni L., Nyantakyi-Frimpong H., Lupafya E., Shumba L., Msachi R., Boateng G.O., Snapp S.S., Chitaya A., Maona E., Gondwe T., Nkhonjera P., Luginaah I.",2019,Participatory agroecological research on climate change adaptation improves smallholder farmer household food security and dietary diversity in Malawi,34,Malawi,Africa,-15.615385,35.093623,Grain / Cowpea + Groundnut + Pigeonpea + Soybean + Common bean + Bambara nut,Maize,Multiple Legumes,Cowpea; Groundnut; Lentil; Pigeonpea; Common Pea; Soybean,Win,Win,Win-Win,Positive Socio-ecological Outcomes,Positive Socio-ecological Outcomes
63,165,"Emeghebe A.M., Ellis-Jones J., Schulz S., Chikoye D., Douthwaite B., Kureh I., Tarawali G., Hussaini M.A., Kormawa P., Sanni A.",2004,Farmers' perception of the Striga problem and its control in northern Nigeria,64,Nigeria,Africa,10.03,7.69667,Grain / Cowpea + Groundnut + Soybean,"Maize, Sorghum",Multiple Legumes,Cowpea; Groundnut; Pigeonpea,Win,Mix,Win-Mix,Positive Ecological Outcome,Positive Ecological Outcome
8,10,"Adjei-Nsiah S., Leeuwis C., Giller K.E., Sakyi-Dawson O., Cobbina J., Kuyper T.W., Abekoe M., Van Der Werf W.",2004,"Land tenure and differential soil fertility management practices among native and migrant farmers in Wenchi, Ghana: Implications for interdisciplinary action research",10,Ghana,Africa,7.583333,-2.083333,Grain + Non-Grain / Cowpea + Pigeonpea + Groundnut,"Maize, Yam",Multiple Legumes,Cowpea; Groundnut; Pigeonpea,Win,Mix,Win-Mix,Positive Ecological Outcome,Positive Ecological Outcome
223,496,"Rao M.R., Mathuva M.N.",2000,Legumes for improving maize yields and income in semi-arid Kenya,197,Kenya,Africa,-1.55,37.233333,Grain / Cowpea + Pigeonpea,Maize,Multiple Legumes,Cowpea; Pigeonpea,Mix,Win,Mix-Win,Positive Social Outcome,Positive Social Outcome
7,9,"Adjei-Nsiah S., Kuyper T.W., Leeuwis C., Abekoe M.K., Giller K.E.",2007,Evaluating sustainable and profitable cropping sequences with cassava and four legume crops: Effects on soil fertility and maize yields in the forest/savannah transitional agro-ecological zone of Ghana,9,Ghana,Africa,7.7,-2.083333,Grain / Cowpea + Pigeonpea,Maize,Multiple Legumes,Cowpea; Pigeonpea,Win,Win,Win-Win,Positive Socio-ecological Outcomes,Positive Socio-ecological Outcomes
148,384,"Mhlanga B., Mwila M., Thierfelder C.",2021,Improved nutrition and resilience will make conservation agriculture more attractive for Zambian smallholder farmers,142,Zambia,Africa,15.826447,74.786961,Grain / Cowpea + Soybean,Maize,Multiple Legumes,Cowpea; Soybean,Win,Mix,Win-Mix,Positive Ecological Outcome,Positive Ecological Outcome
314,647,"Wade M.K., Sanchez P.A.",1984,Productive potential of an annual intercropping scheme in the Amazon,265,Peru,South America,-5.935857,-76.123391,Grain + Non-Grain / Cowpea +Soybean,Corn-Cassava,Multiple Legumes,Cowpea; Soybean,Mix,Win,Mix-Win,Positive Social Outcome,Positive Social Outcome
147,384,"Mhlanga B., Mwila M., Thierfelder C.",2021,Improved nutrition and resilience will make conservation agriculture more attractive for Zambian smallholder farmers,142,Zambia,Africa,15.826447,74.786961,Grain / Cowpea + Soybean,Maize,Multiple Legumes,Cowpea; Soybean,Mix,Win,Mix-Win,Positive Social Outcome,Positive Social Outcome
29.1,61,"Bedoussac L., Journet E.-P., Hauggaard-Nielsen H., Naudin C., Corre-Hellou G., Jensen E.S., Prieur L., Justes E.",2015,Ecological principles underlying the increase of productivity achieved by cereal-grain legume intercrops in organic farming. A review,31,Denmark,Europe,43.52917,1.500601,Grain / Faba bean + Pea,"Wheat,Barley",Multiple Legumes,Faba Bean; Pea,Win,Win,Win-Win,Positive Socio-ecological Outcomes,Positive Socio-ecological Outcomes
29.2,61,"Bedoussac L., Journet E.-P., Hauggaard-Nielsen H., Naudin C., Corre-Hellou G., Jensen E.S., Prieur L., Justes E.",2015,Ecological principles underlying the increase of productivity achieved by cereal-grain legume intercrops in organic farming. A review,31,France,Europe,48.9409339,2.679293229,Grain / Faba bean + Pea,"Wheat,Barley",Multiple Legumes,Faba Bean; Pea,Win,Win,Win-Win,Positive Socio-ecological Outcomes,Positive Socio-ecological Outcomes
87,227,"Himanen S.J., Mäkinen H., Rimhanen K., Savikko R.",2016,Engaging farmers in climate change adaptation planning: Assessing intercropping as a means to support farm adaptive capacity,86,Finland,Europe,61.175,22.69,Unknown / Faba bean +Pea + Clover,Various,Multiple Legumes,Faba Bean; Pea,Win,Win,Win-Win,Positive Socio-ecological Outcomes,Positive Socio-ecological Outcomes
127,319,"Kuntashula E., Chabala L.M., Mulenga B.P.",2014,Impact of minimum tillage and crop rotation as climate change adaptation strategies on farmer welfare in smallholder farming systems of Zambia,118,Zambia,Africa,-17.18334115,29.71352216,Grain / Groundnut + Common bean,Maize,Multiple Legumes,Groundnut; Common Bean,Win,Mix,Win-Mix,Positive Ecological Outcome,Positive Ecological Outcome
116,283,"Kerr R.B., Snapp S., Chirwa M., Shumba L., Msachi R.",2007,Participatory research on legume diversification with Malawian smallholder farmers for improved human nutrition and soil fertility,106,Malawi,Africa,-11.363052,33.880131,Grain / Groundnut + Pigeonpea,Maize,Multiple Legumes,Groundnut; Pigeonpea,Win,Mix,Win-Mix,Positive Ecological Outcome,Positive Ecological Outcome
291,583,"Snapp S.S., Blackie M.J., Gilbert R.A., Bezner-Kerr R., Kanyama-Phiri G.Y.",2010,Biodiversity can support a greener revolution in Africa,240,Malawi,Africa,-11.359399,33.884173,Grain / Groundnut + Pigeonpea,Maize,Multiple Legumes,Groundnut; Pigeonpea,Mix,Win,Mix-Win,Positive Social Outcome,Positive Social Outcome
289,583,"Snapp S.S., Blackie M.J., Gilbert R.A., Bezner-Kerr R., Kanyama-Phiri G.Y.",2010,Biodiversity can support a greener revolution in Africa,240,Malawi,Africa,-15.306301,35.429677,Grain / Groundnut,Maize,Multiple Legumes,Groundnut; Pigeonpea,Mix,Win,Mix-Win,Positive Social Outcome,Positive Social Outcome
155,404,"Mwila M., Mhlanga B., Thierfelder C.",2021,Intensifying cropping systems through doubled-up legumes in Eastern Zambia,148,Zambia,Africa,-12.72130697,32.54995936,Grain / Groundnut + Pigeonpea,Maize,Multiple Legumes,Groundnut; Pigeonpea,Win,Win,Win-Win,Positive Socio-ecological Outcomes,Positive Socio-ecological Outcomes
141,357,"Maggio G., Asfaw S.",2020,Heterogeneous effects of sustainable agriculture practices: Micro-evidence from Malawi,133,Malawi,Africa,-13.4,33.7,Grain / Groundnut +Pigeonpea +Common Bean + Soybean + Pea,Maize,Multiple Legumes,Groundnut; Pigeonpea; Common bean; Soybean; Pea,Win,Win,Win-Win,Positive Socio-ecological Outcomes,Positive Socio-ecological Outcomes
45,102,"Chimonyo V.G.P., Snapp S.S., Chikowo R.",2019,Grain legumes increase yield stability in maize based cropping systems,46,Malawi,Africa,-14.26,34.1,Grain / Pigeonpea,Maize,Multiple Legumes,Groundnut; Pigeonpea; Soybean,Mix,Win,Mix-Win,Positive Social Outcome,Positive Social Outcome
283,582,"Snapp S.S., Grabowski P., Chikowo R., Smith A., Anders E., Sirrine D., Chimonyo V., Bekunda M.",2018,"Maize yield and profitability tradeoffs with social, human and environmental performance: Is sustainable intensification feasible?",239,Malawi,Africa,-14.205708,34.09632,Grain / Groundnut + Pigeonpea + Soybean,Maize,Multiple Legumes,Groundnut; Pigeonpea; Soybean,Win,Win,Win-Win,Positive Socio-ecological Outcomes,Positive Socio-ecological Outcomes
285,582,"Snapp S.S., Grabowski P., Chikowo R., Smith A., Anders E., Sirrine D., Chimonyo V., Bekunda M.",2018,"Maize yield and profitability tradeoffs with social, human and environmental performance: Is sustainable intensification feasible?",239,Malawi,Africa,-14.428235,34.594959,Grain / Groundnut + Pigeonpea + Soybean,Maize,Multiple Legumes,Groundnut; Pigeonpea; Soybean,Win,Win,Win-Win,Positive Socio-ecological Outcomes,Positive Socio-ecological Outcomes
281,582,"Snapp S.S., Grabowski P., Chikowo R., Smith A., Anders E., Sirrine D., Chimonyo V., Bekunda M.",2018,"Maize yield and profitability tradeoffs with social, human and environmental performance: Is sustainable intensification feasible?",239,Malawi,Africa,-14.623311,34.597237,Grain / Groundnut + Soybean,Maize,Multiple Legumes,Groundnut; Soybean,Win,Mix,Win-Mix,Positive Ecological Outcome,Positive Ecological Outcome
60,140,"Devkota M., Yigezu Y.A.",2020,Explaining yield and gross margin gaps for sustainable intensification of the wheat-based systems in a Mediterranean climate,58,Morocco,Africa,33.60335052,-7.12353896,Grain / Lentil +Faba bean,"Wheat, Barley",Multiple Legumes,Lentil; Faba Bean,Win,Mix,Win-Mix,Positive Ecological Outcome,Positive Ecological Outcome
22,49,"Baishya L.K., Rathore S.S., Sarkar D., Jamir T., Rajkhowa D.J.",2019,Crop and varietal diversification for enhancing productivity and profitability of rice fallow system in eastern Himalayan region,27,India,Asia,24.816667,93.916667,Grain / Lentil + Pea,Rice,Multiple Legumes,Lentil; Pea,Win,Win,Win-Win,Positive Socio-ecological Outcomes,Positive Socio-ecological Outcomes
311,626,"Tripathi S.C., Singh R.P.",2008,Effect of crop diversification on productivity and profitability of rice (Oryza sativa) - Wheat (triticum aestivum) cropping system,256,India,Asia,29.703535,76.992882,Grain / Mungbean + Pea,Rice-wheat,Multiple Legumes,Mung bean; Pea,Win,Win,Win-Win,Positive Socio-ecological Outcomes,Positive Socio-ecological Outcomes
206,444,"Palaniappan S.P., Balasubramanian R., Ramesh T., Chandrasekaran A., Mani K.G., Velayutham M., Lal R.",2009,Sustainable management of dryland alfisols (Red Soils) in South India,178,India,Asia,9.5833335,79.0333335,Non-Grain / Red gram + Black Gram,Pigeon Pea,Multiple Legumes,Red gram; Black gram,Win,Win,Win-Win,Positive Socio-ecological Outcomes,Positive Socio-ecological Outcomes
209,444,"Palaniappan S.P., Balasubramanian R., Ramesh T., Chandrasekaran A., Mani K.G., Velayutham M., Lal R.",2009,Sustainable management of dryland alfisols (Red Soils) in South India,178,India,Asia,9.5833335,79.0333335,Non-Grain / Red gram + Lablab,Pigeon Pea,Multiple Legumes,Red gram; Black gram,Win,Win,Win-Win,Positive Socio-ecological Outcomes,Positive Socio-ecological Outcomes
235,506,"Ripoche A., Autfray P., Rabary B., Randriamanantsoa R., Blanchart E., Trap J., Sauvadet M., Becquer T., Letourmy P.",2021,Increasing plant diversity promotes ecosystem functions in rainfed rice based short rotations in Malagasy highlands,203,Madagascar,Africa,-19.55525,46.414953,Grain / Velvet Bean + Crotalaria,Rice,Multiple Legumes,Velvet Bean; Crotalaria,Mix,Win,Mix-Win,Positive Social Outcome,Positive Social Outcome
165,413,"Nasrallah A., Belhouchette H., Baghdadi N., Mhawej M., Darwish T., Darwich S., Faour G.",2020,Performance of wheat-based cropping systems and economic risk of low relative productivity assessment in a sub-dry Mediterranean environment,157,Lebanon,Asia,33.833333,35.916667,Grain / Faba bean,Wheat,Mung and Faba Bean,Faba Bean,Win,Mix,Win-Mix,Positive Ecological Outcome,Positive Ecological Outcome
61,140,"Devkota M., Yigezu Y.A.",2020,Explaining yield and gross margin gaps for sustainable intensification of the wheat-based systems in a Mediterranean climate,58,Morocco,Africa,34.23393573,-3.32016967,Grain / Faba bean,Wheat,Mung and Faba Bean,Faba Bean,Win,Mix,Win-Mix,Positive Ecological Outcome,Positive Ecological Outcome
329,709,"Zhang X, Chen T, Qi YK, et al",2022,Optimization of Rice-Based Double-Cropping System with Conservation Practice Mitigates Carbon Emission While Ensuring Profitability,294,China,Asia,33.16,119.97,Grain / Faba bean,Rice,Mung and Faba Bean,Faba Bean,Mix,Win,Mix-Win,Positive Social Outcome,Positive Social Outcome
9,12,"Agegnehu G., Ghizaw A., Sinebo W.",2006,Yield performance and land-use efficiency of barley and faba bean mixed cropping in Ethiopian highlands,11,Ethiopia,Africa,9.05,38.5,Grain / Faba bean,Barley,Mung and Faba Bean,Faba Bean,Win,Win,Win-Win,Positive Socio-ecological Outcomes,Positive Socio-ecological Outcomes
389,785,"Agegnehu, G., Ghizaw, A., & Sinebo, W. (2006, Oct). ",2006,Crop productivity and land-use efficiency of a teff/faba bean mixed cropping system in a tropical highland environment,370,Ethiopia,Africa,9.05,38.5,Grain / Faba bean,Teff,Mung and Faba Bean,Faba Bean,Win,Win,Win-Win,Positive Socio-ecological Outcomes,Positive Socio-ecological Outcomes
138,348,"Lopez-Ridaura S., Barba-Escoto L., Reyna-Ramirez C.A., Sum C., Palacios-Rojas N., Gerard B.",2021,"Maize intercropping in the milpa system. Diversity, extent and importance for nutritional security in the Western Highlands of Guatemala",129,Guatemala,South America,15.25,-91.25,Grain / Faba bean,Maize,Mung and Faba Bean,Faba Bean,Win,Win,Win-Win,Positive Socio-ecological Outcomes,Positive Socio-ecological Outcomes
43,99,"Chauhan D.S., Sharma R.K., Kharub A.S., Tripathi S.C., Chhokar R.S.",2001,"Effect of crop intensification on productivity, profitability, energetics and soil fertility in rice (Oryza sativa)-wheat (Triticum aestivum) cropping system of north-western plains",44,India,Asia,29.705298,76.991967,Grain / Mungbean,Rice-Wheat,Mung and Faba Bean,Mung bean,Mix,Mix,Mix-Mix,Mixed Socio-ecological Outcomes,Mixed Socio-ecological Outcomes
91,251,"Islami T., Guritno B., Utomo W.H.",2011,"Performance of cassava (Manihot esculenta Crantz) based cropping systems and associated soil quality changes in the degraded tropical uplands of East Java, Indonesia",94,Indonesia,Asia,-8.083333,112.033333,Grain / Mungbean,Cassava,Mung and Faba Bean,Mung bean,Mix,Mix,Mix-Mix,Mixed Socio-ecological Outcomes,Mixed Socio-ecological Outcomes
