"uniqueID","StudyID_IDALL","Authors","Year","Title","Citation","Unit_analysis","Study_design","Case_countries","Continent","Worldbank_national_income_group","Synthetic_fertiliser_category","Water_source","Prov_services_average_percent_transf","Prov_services_average","Yield","Recoded_aspect_of_yield","Freshwater","Fuelwood","Fiber","Biochemicals","Genetic_resources","Nonecon_wellbeing_average_percent_transf","Nonecon_wellbeing_average","Natural_capital","Health","Education","Social_cultural_relations","Food_security","Employment","Justice","Property_rights","Combined_ecological_social_outcome"
306,560,"Singh A., Tanwar S.P.S., Meghwal P.R., Saxena A., Kumar M.",2018,"Assessing productivity and profitability of a rejuvenated ber (Ziziphus mauritiana) based agri-horti system under arid rainfed conditions","Singh, A., Tanwar, S. P. S., Meghwal, P. R., Saxena, A., & Kumar, M. (2018). Assessing productivity and profitability of a rejuvenated ber (Ziziphus mauritiana) based agri-horti system under arid rainfed conditions. Indian Journal of Agricultural Sciences, 88(4), 573-578.","Plot","Experiment (research station)","India","Asia","LMIC","No synthetic","rainfed",26.29045,1.2629045,1.2629045,"Equivalent yield","NA","NA","NA","NA","NA",90,1.9,"1.9","NA","NA","NA","NA",NA,"NA","NA","Win-Win"
307,563,"Singh B., Dhaka A.K., Kumar S., Singh S., Kumar M.",2017,"Land, biological and economic evaluation of intercropping systems involving barley (Hordeum vulgare), Indian mustard (Brassica juncea) and chickpea (Cicer arietinum) under different spatial arrangements","Singh, B., Dhaka, A. K., Kumar, S., Singh, S., & Kumar, M. (2017). Land, biological and economic evaluation of intercropping systems involving barley (Hordeum vulgare), Indian mustard (Brassica juncea) and chickpea (Cicer arietinum) under different spatial arrangements. Indian Journal of Agronomy, 62(4), 443-450.","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","irrigation",-10.3257103257103,0.896742896742897,0.896742896742897,"Cumulative grain yield","NA","NA","NA","NA","NA",7.33333333333333,1.07333333333333,"1.0733333333333333","NA","NA","NA","NA",NA,"NA","NA","Mix-Win"
308,564,"Singh B.B., Ajeigbe H.",2007,"Improved cowpea-cereals-based cropping systems for household food security and poverty reduction in West Africa","Singh, B. B., & Ajeigbe, H. (2007). Improved Cowpea-Cereals-Based Cropping Systems for Household Food Security and Poverty Reduction in West Africa. Journal of Crop Improvement, 19(1-2), 157-172. doi:10.1300/J411v19n01_08","Plot","Experiment (research station)","Nigeria","Africa","LMIC","Synthetic - below threshold","rainfed",-17.892504,0.82107496,0.82107496,"Cumulative grain yield","NA","NA","NA","NA","NA",-3.75,0.9625,"0.96250000000000002","NA","NA","NA","NA",NA,"NA","NA","Lose-Mix"
309,564,"Singh B.B., Ajeigbe H.",2007,"Improved cowpea-cereals-based cropping systems for household food security and poverty reduction in West Africa","Singh, B. B., & Ajeigbe, H. (2007). Improved Cowpea-Cereals-Based Cropping Systems for Household Food Security and Poverty Reduction in West Africa. Journal of Crop Improvement, 19(1-2), 157-172. doi:10.1300/J411v19n01_09","Plot","Experiment (research station)","Nigeria","Africa","LMIC","Synthetic - below threshold","rainfed",-1.64776800000001,0.98352232,0.98352232,"Cumulative grain yield","NA","NA","NA","NA","NA",0,1,"1","NA","NA","NA","NA",NA,"NA","NA","Lose-Mix"
310,564,"Singh B.B., Ajeigbe H.",2007,"Improved cowpea-cereals-based cropping systems for household food security and poverty reduction in West Africa","Singh, B. B., & Ajeigbe, H. (2007). Improved Cowpea-Cereals-Based Cropping Systems for Household Food Security and Poverty Reduction in West Africa. Journal of Crop Improvement, 19(1-2), 157-172. doi:10.1300/J411v19n01_10","Farm","Experiment (on farm)","Nigeria","Africa","LMIC","Synthetic - below threshold","rainfed",6.54641499999999,1.06546415,1.06546415,"Cumulative grain yield","NA","NA","NA","NA","NA",55.87045,1.5587045,"1.5587044999999999","NA","NA","NA","NA",NA,"NA","NA","Win-Win"
311,564,"Singh B.B., Ajeigbe H.",2007,"Improved cowpea-cereals-based cropping systems for household food security and poverty reduction in West Africa","Singh, B. B., & Ajeigbe, H. (2007). Improved Cowpea-Cereals-Based Cropping Systems for Household Food Security and Poverty Reduction in West Africa. Journal of Crop Improvement, 19(1-2), 157-172. doi:10.1300/J411v19n01_11","Farm","Experiment (on farm)","Nigeria","Africa","LMIC","Synthetic - below threshold","rainfed",22.393,1.22393,1.22393,"Cumulative grain yield","NA","NA","NA","NA","NA",160.5915926,2.605915926,"2.6059159260000002","NA","NA","NA","NA",NA,"NA","NA","Win-Win"
312,564,"Singh B.B., Ajeigbe H.",2007,"Improved cowpea-cereals-based cropping systems for household food security and poverty reduction in West Africa","Singh, B. B., & Ajeigbe, H. (2007). Improved Cowpea-Cereals-Based Cropping Systems for Household Food Security and Poverty Reduction in West Africa. Journal of Crop Improvement, 19(1-2), 157-172. doi:10.1300/J411v19n01_12","Farm","Experiment (on farm)","Nigeria","Africa","LMIC","Synthetic - below threshold","rainfed",279.435364,3.79435364,3.79435364,"Cumulative grain yield","NA","NA","NA","NA","NA",138.33927,2.3833927,"2.3833926999999999","Positive","Positive","Positive","Positive",NA,"Positive","Positive","Win-Win"
313,564,"Singh B.B., Ajeigbe H.",2007,"Improved cowpea-cereals-based cropping systems for household food security and poverty reduction in West Africa","Singh, B. B., & Ajeigbe, H. (2007). Improved Cowpea-Cereals-Based Cropping Systems for Household Food Security and Poverty Reduction in West Africa. Journal of Crop Improvement, 19(1-2), 157-172. doi:10.1300/J411v19n01_13","Farm","Experiment (on farm)","Nigeria","Africa","LMIC","Synthetic - below threshold","rainfed",181.400084,2.81400084,2.81400084,"Cumulative grain yield","NA","NA","NA","NA","NA",88.76078,1.8876078,"1.8876078000000001","Positive","Positive","Positive","Positive",NA,"Positive","Positive","Win-Win"
314,567,"Singh L., Singh J.K., Chand L., Hasan B.",2009,"Productivity, economics and competitive indices of lentil (Lens Culinaris)-based intercropping systems in Kashmir valley","Singh, L., Singh, J. K., Chand, L., & Hasan, B. (2009). Productivity, economics and competitive indices of lentil (Lens Culinaris)-based intercropping systems in Kashmir valley. Indian Journal of Agronomy, 54(3), 291-295.","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","rainfed",15.599173553719,1.15599173553719,1.15599173553719,"Equivalent yield","NA","NA","NA","NA","NA",7.91457286432162,1.07914572864322,"1.0791457286432162","NA","NA","NA","NA",NA,"NA","NA","Win-Win"
315,567,"Singh L., Singh J.K., Chand L., Hasan B.",2009,"Productivity, economics and competitive indices of lentil (Lens Culinaris)-based intercropping systems in Kashmir valley","Singh, L., Singh, J. K., Chand, L., & Hasan, B. (2009). Productivity, economics and competitive indices of lentil (Lens Culinaris)-based intercropping systems in Kashmir valley. Indian Journal of Agronomy, 54(3), 291-295.","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","rainfed",36.2573099415205,1.3625730994152,1.3625730994152,"Equivalent yield","NA","NA","NA","NA","NA",-0.499999999999989,0.995,"0.99500000000000011","NA","NA","NA","NA",NA,"NA","NA","Mix-Mix"
318,575,"Singh U., Singh S.R., Saad A.A., Khanday B.A., Singh J.K.",2011,"Yield advantage, reciprosity functions and energy budgeting of lentil (Lens culinaris) + oat (Avena sativa) intercropping under varying row ratio and phosphorus management",NA,"Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","rainfed",18.3908045977011,1.18390804597701,1.18390804597701,"Equivalent yield","NA","NA","NA","NA","NA",24,1.24,"1.24","NA","NA","NA","NA",NA,"NA","NA","Win-Mix"
320,583,"Snapp S.S., Blackie M.J., Gilbert R.A., Bezner-Kerr R., Kanyama-Phiri G.Y.",2010,"Biodiversity can support a greener revolution in Africa","Snapp, S. S., Blackie, M. J., Gilbert, R. A., Bezner-Kerr, R., & Kanyama-Phiri, G. Y. (2010). Biodiversity can support a greener revolution in Africa. Proc Natl Acad Sci U S A, 107(48), 20840-20845. doi:10.1073/pnas.1007199107","Plot","Experiment (on farm)","Malawi","Africa","LIC","Synthetic - below threshold","rainfed",-25.491541,0.74508459,0.74508459,"Cumulative grain yield","NA","NA","NA","NA","NA",-1.07143,0.9892857,"NA","1.3","NA","NA","0.67857140000000005",NA,"NA","NA","Mix-Mix"
321,583,"Snapp S.S., Blackie M.J., Gilbert R.A., Bezner-Kerr R., Kanyama-Phiri G.Y.",2010,"Biodiversity can support a greener revolution in Africa","Snapp, S. S., Blackie, M. J., Gilbert, R. A., Bezner-Kerr, R., & Kanyama-Phiri, G. Y. (2010). Biodiversity can support a greener revolution in Africa. Proc Natl Acad Sci U S A, 107(48), 20840-20845. doi:10.1073/pnas.1007199108","Plot","Experiment (on farm)","Malawi","Africa","LIC","Synthetic - below threshold","rainfed",-14.837677,0.85162323,0.85162323,"Cumulative grain yield","NA","NA","NA","NA","NA",-23.214285,0.76785715,"NA","1","NA","NA","0.53571429999999998",NA,"NA","NA","Mix-Mix"
322,583,"Snapp S.S., Blackie M.J., Gilbert R.A., Bezner-Kerr R., Kanyama-Phiri G.Y.",2010,"Biodiversity can support a greener revolution in Africa","Snapp, S. S., Blackie, M. J., Gilbert, R. A., Bezner-Kerr, R., & Kanyama-Phiri, G. Y. (2010). Biodiversity can support a greener revolution in Africa. Proc Natl Acad Sci U S A, 107(48), 20840-20845. doi:10.1073/pnas.1007199109","Plot","Experiment (on farm)","Malawi","Africa","LIC","Synthetic - below threshold","rainfed",-3.6123,0.963877,0.963877,"Cumulative grain yield","NA","NA","NA","NA","NA",43.92857,1.4392857,"NA","1.7","NA","NA","1.1785714",NA,"NA","NA","Mix-Mix"
323,583,"Snapp S.S., Blackie M.J., Gilbert R.A., Bezner-Kerr R., Kanyama-Phiri G.Y.",2010,"Biodiversity can support a greener revolution in Africa","Snapp, S. S., Blackie, M. J., Gilbert, R. A., Bezner-Kerr, R., & Kanyama-Phiri, G. Y. (2010). Biodiversity can support a greener revolution in Africa. Proc Natl Acad Sci U S A, 107(48), 20840-20845. doi:10.1073/pnas.1007199110","Plot","Experiment (on farm)","Malawi","Africa","LIC","Synthetic - below threshold","rainfed",-10.620347,0.89379653,0.89379653,"Cumulative grain yield","NA","NA","NA","NA","NA",44.166665,1.44166665,"NA","1.55","NA","NA","1.3333333000000001",NA,"NA","NA","Mix-Win"
324,583,"Snapp S.S., Blackie M.J., Gilbert R.A., Bezner-Kerr R., Kanyama-Phiri G.Y.",2010,"Biodiversity can support a greener revolution in Africa","Snapp, S. S., Blackie, M. J., Gilbert, R. A., Bezner-Kerr, R., & Kanyama-Phiri, G. Y. (2010). Biodiversity can support a greener revolution in Africa. Proc Natl Acad Sci U S A, 107(48), 20840-20845. doi:10.1073/pnas.1007199111","Plot","Experiment (on farm)","Malawi","Africa","LIC","Synthetic - below threshold","rainfed",-15.980149,0.84019851,0.84019851,"Cumulative grain yield","NA","NA","NA","NA","NA",2.77778,1.0277778,"NA","1","NA","NA","1.0555555999999999",NA,"NA","NA","Mix-Mix"
325,583,"Snapp S.S., Blackie M.J., Gilbert R.A., Bezner-Kerr R., Kanyama-Phiri G.Y.",2010,"Biodiversity can support a greener revolution in Africa","Snapp, S. S., Blackie, M. J., Gilbert, R. A., Bezner-Kerr, R., & Kanyama-Phiri, G. Y. (2010). Biodiversity can support a greener revolution in Africa. Proc Natl Acad Sci U S A, 107(48), 20840-20845. doi:10.1073/pnas.1007199112","Plot","Experiment (on farm)","Malawi","Africa","LIC","Synthetic - below threshold","rainfed",10.245265,1.10245265,1.10245265,"Cumulative grain yield","NA","NA","NA","NA","NA",42.92453,1.4292453,"NA","1.5","NA","NA","1.3584906000000001",NA,"NA","NA","Mix-Win"
326,583,"Snapp S.S., Blackie M.J., Gilbert R.A., Bezner-Kerr R., Kanyama-Phiri G.Y.",2010,"Biodiversity can support a greener revolution in Africa","Snapp, S. S., Blackie, M. J., Gilbert, R. A., Bezner-Kerr, R., & Kanyama-Phiri, G. Y. (2010). Biodiversity can support a greener revolution in Africa. Proc Natl Acad Sci U S A, 107(48), 20840-20845. doi:10.1073/pnas.1007199113","Plot","Experiment (on farm)","Malawi","Africa","LIC","Synthetic - below threshold","rainfed",4.00496699999999,1.04004967,1.04004967,"Cumulative grain yield","NA","NA","NA","NA","NA",10.61321,1.1061321,"NA","1.25","NA","NA","0.96226420000000001",NA,"NA","NA","Mix-Mix"
327,583,"Snapp S.S., Blackie M.J., Gilbert R.A., Bezner-Kerr R., Kanyama-Phiri G.Y.",2010,"Biodiversity can support a greener revolution in Africa","Snapp, S. S., Blackie, M. J., Gilbert, R. A., Bezner-Kerr, R., & Kanyama-Phiri, G. Y. (2010). Biodiversity can support a greener revolution in Africa. Proc Natl Acad Sci U S A, 107(48), 20840-20845. doi:10.1073/pnas.1007199114","Plot","Experiment (on farm)","Malawi","Africa","LIC","Synthetic - below threshold","rainfed",-6.8302,0.931698,0.931698,"Cumulative grain yield","NA","NA","NA","NA","NA",15,1.15,"NA","1.3","NA","NA","1",NA,"NA","NA","Mix-Mix"
328,582,"Snapp S.S., Grabowski P., Chikowo R., Smith A., Anders E., Sirrine D., Chimonyo V., Bekunda M.",2018,"Maize yield and profitability tradeoffs with social, human and environmental performance: Is sustainable intensification feasible?","Snapp, S. S., Grabowski, P., Chikowo, R., Smith, A., Anders, E., Sirrine, D., . . . Bekunda, M. (2018). Maize yield and profitability tradeoffs with social, human and environmental performance: Is sustainable intensification feasible? Agricultural Systems, 162, 77-88. doi:10.1016/j.agsy.2018.01.012","Plot","Experiment (on farm)","Malawi","Africa","LIC","Synthetic - below threshold","rainfed",199.312147,2.99312147,2.99312147,"Cumulative grain yield","NA","NA","NA","NA","NA",6.59115000000001,1.0659115,"NA","NA","NA","NA","1.6392857000000001",NA,"0.49253730000000001","NA","Win-Mix"
329,582,"Snapp S.S., Grabowski P., Chikowo R., Smith A., Anders E., Sirrine D., Chimonyo V., Bekunda M.",2018,"Maize yield and profitability tradeoffs with social, human and environmental performance: Is sustainable intensification feasible?","Snapp, S. S., Grabowski, P., Chikowo, R., Smith, A., Anders, E., Sirrine, D., . . . Bekunda, M. (2018). Maize yield and profitability tradeoffs with social, human and environmental performance: Is sustainable intensification feasible? Agricultural Systems, 162, 77-88. doi:10.1016/j.agsy.2018.01.013","Plot","Experiment (on farm)","Malawi","Africa","LIC","Synthetic - below threshold","rainfed",55.517902,1.55517902,1.55517902,"Cumulative grain yield","NA","NA","NA","NA","NA",28.51812,1.2851812,"NA","NA","NA","NA","1.9285714",NA,"0.641791","NA","Win-Mix"
330,582,"Snapp S.S., Grabowski P., Chikowo R., Smith A., Anders E., Sirrine D., Chimonyo V., Bekunda M.",2018,"Maize yield and profitability tradeoffs with social, human and environmental performance: Is sustainable intensification feasible?","Snapp, S. S., Grabowski, P., Chikowo, R., Smith, A., Anders, E., Sirrine, D., . . . Bekunda, M. (2018). Maize yield and profitability tradeoffs with social, human and environmental performance: Is sustainable intensification feasible? Agricultural Systems, 162, 77-88. doi:10.1016/j.agsy.2018.01.014","Plot","Experiment (on farm)","Malawi","Africa","LIC","Synthetic - below threshold","rainfed",173.558914,2.73558914,2.73558914,"Cumulative grain yield","NA","NA","NA","NA","NA",217.14015,3.1714015,"NA","NA","NA","NA","4.3125",NA,"2.030303","NA","Win-Win"
331,582,"Snapp S.S., Grabowski P., Chikowo R., Smith A., Anders E., Sirrine D., Chimonyo V., Bekunda M.",2018,"Maize yield and profitability tradeoffs with social, human and environmental performance: Is sustainable intensification feasible?","Snapp, S. S., Grabowski, P., Chikowo, R., Smith, A., Anders, E., Sirrine, D., . . . Bekunda, M. (2018). Maize yield and profitability tradeoffs with social, human and environmental performance: Is sustainable intensification feasible? Agricultural Systems, 162, 77-88. doi:10.1016/j.agsy.2018.01.015","Plot","Experiment (on farm)","Malawi","Africa","LIC","Synthetic - below threshold","rainfed",82.935376,1.82935376,1.82935376,"Cumulative grain yield","NA","NA","NA","NA","NA",210.132575,3.10132575,"NA","NA","NA","NA","4.6875",NA,"1.5151515","NA","Win-Win"
332,582,"Snapp S.S., Grabowski P., Chikowo R., Smith A., Anders E., Sirrine D., Chimonyo V., Bekunda M.",2018,"Maize yield and profitability tradeoffs with social, human and environmental performance: Is sustainable intensification feasible?","Snapp, S. S., Grabowski, P., Chikowo, R., Smith, A., Anders, E., Sirrine, D., . . . Bekunda, M. (2018). Maize yield and profitability tradeoffs with social, human and environmental performance: Is sustainable intensification feasible? Agricultural Systems, 162, 77-88. doi:10.1016/j.agsy.2018.01.016","Plot","Experiment (on farm)","Malawi","Africa","LIC","Synthetic - below threshold","rainfed",434.979461,5.34979461,5.34979461,"Cumulative grain yield","NA","NA","NA","NA","NA",300,4,"NA","NA","NA","NA","Positive",NA,"4","NA","Win-Win"
333,582,"Snapp S.S., Grabowski P., Chikowo R., Smith A., Anders E., Sirrine D., Chimonyo V., Bekunda M.",2018,"Maize yield and profitability tradeoffs with social, human and environmental performance: Is sustainable intensification feasible?","Snapp, S. S., Grabowski, P., Chikowo, R., Smith, A., Anders, E., Sirrine, D., . . . Bekunda, M. (2018). Maize yield and profitability tradeoffs with social, human and environmental performance: Is sustainable intensification feasible? Agricultural Systems, 162, 77-88. doi:10.1016/j.agsy.2018.01.017","Plot","Experiment (on farm)","Malawi","Africa","LIC","Synthetic - below threshold","rainfed",323.51908,4.2351908,4.2351908,"Cumulative grain yield","NA","NA","NA","NA","NA",150,2.5,"NA","NA","NA","NA","Positive",NA,"2.5","NA","Win-Win"
337,727,"Suhi AA, Mia S, Khanam S, et al",2022,"How Does Maize-Cowpea Intercropping Maximize Land Use and Economic Return? A Field Trial in Bangladesh","Suhi, A. A., Mia, S., Khanam, S., Mithu, M. H., Uddin, M. K., Muktadir, M. A., . . . Jindo, K. (2022). How Does Maize-Cowpea Intercropping Maximize Land Use and Economic Return? A Field Trial in Bangladesh. Land, 11(4), 18. doi:10.3390/land11040581","Plot","Experiment (research station)","Bangladesh","Asia","LMIC","Synthetic - below threshold","irrigation",-6.3153961136024,0.936846038863976,0.936846038863976,"Equivalent yield","NA","NA","NA","NA","NA",50.75,1.5075,"1.5074999999999998","NA","NA","NA","NA",NA,"NA","NA","Lose-Win"
340,599,"Syafruddin, Suwardi",2020,"Intercropping of maize-mungbean to increase the farmer's income","Syafruddin, S. (2020). Intercropping of maize-mungbean to increase the farmer's income. Paper presented at the IOP Conf. Series: Earth and Environmental Science.","Plot","Experiment (research station)","Indonesia","Asia","LMIC","Synthetic - below threshold","rainfed",40.6928214,1.406928214,1.406928214,"Equivalent yield","NA","NA","NA","NA","NA",38.25,1.3825,"1.3825000000000001","NA","NA","NA","NA",NA,"NA","NA","Win-Mix"
341,609,"Telkar S.G., Singh A.K.",2018,"Productivity, profitability and soil biochemical properties in maize (Zea mays) and soybean (Glycine max) intercropping as influenced by population proportion of component crops","Telkar, S. G., & Singh, A. K. (2018). Productivity, profitability and soil biochemical properties in maize (Zea mays) and soybean (Glycine max) intercropping as influenced by population proportion of component crops. Indian Journal of Agricultural Sciences, 88(3), 458-462.","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","rainfed",-3.044872,0.96955128,0.96955128,"Cumulative grain yield","NA","NA","NA","NA","NA",14,1.14,"1.1399999999999999","NA","NA","NA","NA",NA,"NA","NA","Mix-Mix"
343,613,"Tetarwal J.P., Rana K.S.",2006,"Impact of cropping system, fertility level and moisture-conservation practice on productivity, nutrient uptake, water use and profitability of pearlmillet (Pennisetum glaucum) under rainfed conditions","Tetarwal, J. P., & Rana, K. S. (2006). Impact of cropping system, fertility level and moisture-conservation practice on productivity, nutrient uptake, water use and profitability of pearlmillet (Pennisetum glaucum) under rainfed conditions. Indian Journal of Agronomy, 51(4), 263-266.","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","rainfed",11.2781954887218,1.11278195488722,1.11278195488722,"Equivalent yield","NA","NA","NA","NA","NA",3.3457249070632,1.03345724907063,"1.033457249070632","NA","NA","NA","NA",NA,"NA","NA","Mix-Win"
346,618,"Thomas G.A., Dalal R.C., Weston E.J., King A.J., Holmes C.J., Orange D.N., Lehane K.J.",2011,"Crop rotations for sustainable grain production on a vertisol in the semi-arid subtropics","Thomas, G. A., Dalal, R. C., Weston, E. J., King, A. J., Holmes, C. J., Orange, D. N., & Lehane, K. J. (2010). Crop Rotations for Sustainable Grain Production on a Vertisol in the Semi-Arid Subtropics. Journal of Sustainable Agriculture, 35(1), 2-26. doi:10.1080/10440046.2011.530195","Plot","Experiment (on farm)","Australia","Australia","HIC","Synthetic - below threshold","rainfed",16.259274,1.16259274,1.16259274,"Cumulative grain yield","NA","NA","NA","NA","NA",9.91167000000002,1.0991167,"1.1608008000000001","1.0374326","NA","NA","NA",NA,"NA","NA","Mix-Win"
353,626,"Tripathi S.C., Singh R.P.",2008,"Effect of crop diversification on productivity and profitability of rice (Oryza sativa) - Wheat (triticum aestivum) cropping system","Tripathi, S. C., & Singh, R. P. (2008). Effect of crop diversification on productivity and profitability of rice (Oryza sativa) - Wheat (triticum aestivum) cropping system. Indian Journal of Agronomy, 53(1), 27-31.","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","irrigation",2.84995808885162,1.02849958088852,1.02849958088852,"Equivalent yield","NA","NA","NA","NA","NA",4.32533409972695,1.04325334099727,"1.0432533409972695","NA","NA","NA","NA",NA,"NA","NA","Win-Win"
354,626,"Tripathi S.C., Singh R.P.",2008,"Effect of crop diversification on productivity and profitability of rice (Oryza sativa) - Wheat (triticum aestivum) cropping system","Tripathi, S. C., & Singh, R. P. (2008). Effect of crop diversification on productivity and profitability of rice (Oryza sativa) - Wheat (triticum aestivum) cropping system. Indian Journal of Agronomy, 53(1), 27-31.","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","irrigation",27.9128248113998,1.279128248114,1.279128248114,"Equivalent yield","NA","NA","NA","NA","NA",38.583129760023,1.38583129760023,"1.3858312976002298","NA","NA","NA","NA",NA,"NA","NA","Win-Win"
355,631,"ul Haq M.I., Ahmad R., Jabbar A., Khalid M.",2018,"The effect of different planting techniques on productivity and profitability of barley-lentil intercrops under semi-arid subtropical climate","ul Haq, M. I., Ahmad, R., Jabbar, A., & Khalid, M. (2018). The effect of different planting techniques on productivity and profitability of barley-lentil intercrops under semi-arid subtropical climate. International Journal of Agriculture and Biology, 20(11), 2437-2445. doi:10.17957/IJAB/15.0787","Plot","Experiment (research station)","Pakistan","Asia","LMIC","Synthetic - below threshold","irrigation",13.89157,1.1389157,1.1389157,"Cumulative grain yield","NA","NA","NA","NA","NA",49.75,1.4975,"1.4975000000000001","NA","NA","NA","NA",NA,"NA","NA","Win-Mix"
357,647,"Wade M.K., Sanchez P.A.",1984,"Productive potential of an annual intercropping scheme in the Amazon","Wade, M. K., & Sanchez, P. A. (1984). Productive potential of an annual intercropping scheme in the Amazon. Field Crops Research, 9(C), 253-263. doi:10.1016/0378-4290(84)90030-3","Plot","Experiment (on farm)","Peru","South America","UMIC","Synthetic - below threshold","rainfed",-27.027483,0.72972517,0.72972517,"Cumulative grain yield","NA","NA","NA","NA","NA",14.3333333333333,1.14333333333333,"1.1433333333333333","Positive","NA","NA","Positive",NA,"NA","NA","Mix-Win"
358,647,"Wade M.K., Sanchez P.A.",1984,"Productive potential of an annual intercropping scheme in the Amazon","Wade, M. K., & Sanchez, P. A. (1984). Productive potential of an annual intercropping scheme in the Amazon. Field Crops Research, 9(C), 253-263. doi:10.1016/0378-4290(84)90030-4","Plot","Experiment (on farm)","Peru","South America","UMIC","Synthetic - below threshold","rainfed",-30.489355,0.69510645,0.69510645,"Cumulative grain yield","NA","NA","NA","NA","NA",46.5459664,1.465459664,"1.25","1.6809193280000001","NA","NA","Positive",NA,"NA","NA","Mix-Win"
360,666,"Workayehu T., Wortmann C.S.",2011,"Maize-bean intercrop weed suppression and profitability in Southern Ethiopia","Workayehu, T., & Wortmann, C. S. (2011). Maize-Bean Intercrop Weed Suppression and Profitability in Southern Ethiopia. Agronomy Journal, 103(4), 1058-1063. doi:10.2134/agronj2010.0493","Plot","Experiment (research station)","Ethiopia","Africa","LIC","Synthetic - below threshold","rainfed",3.06671700000001,1.03066717,1.03066717,"Cumulative grain yield","NA","NA","NA","NA","NA",62,1.62,"1.62","NA","NA","NA","Positive",NA,"NA","NA","Mix-Win"
361,668,"Worku W., Temeche D., Gossa R., Abate B.",2021,"Agronomic management options to enhance adoption of maize–common bean–common bean sequential intercropping in southern Ethiopia","Worku, W., Temeche, D., Gossa, R., & Abate, B. (2021). Agronomic management options to enhance adoption of maize–common bean–common bean sequential intercropping in southern Ethiopia. Journal of Crop Science and Biotechnology, 24(3), 307-318. doi:10.1007/s12892-020-00078-x","Plot","Experiment (research station)","Ethiopia","Africa","LIC","Synthetic - below threshold","rainfed",25.403226,1.25403226,1.25403226,"Cumulative grain yield","NA","NA","NA","NA","NA",48.1111,1.481111,"1.4811110000000001","NA","NA","NA","NA",NA,"NA","NA","Win-Mix"
364,673,"Yadav M.R., Parihar C.M., Jat S.L., Singh A.K., Kumar R., Yadav R.K., Kuri B.R., Parihar M.D., Yadav B., Verma A.P., Jat M.L.",2017,"Long term effect of legume intensified crop rotations and tillage practices on productivity and profitability of maize vis-a-vis soil fertility in North-Western Indo-Gangetic Plains of India","Yadav, M. R., Parihar, C. M., Jat, S. L., Singh, A. K., Kumar, R., Yadav, R. K., . . . Jat, M. L. (2017). Long term effect of legume intensified crop rotations and tillage practices on productivity and profitability of maize vis-a-vis soil fertility in North-Western Indo-Gangetic Plains of India. Legume Research, 40(2), 282-290. doi:10.18805/1r.v0i0.7583","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","irrigation",12.441717791411,1.12441717791411,1.12441717791411,"Non-legume yield only","NA","NA","NA","NA","NA",6.66666666666667,1.06666666666667,"NA","1.0666666666666667","NA","NA","NA",NA,"NA","NA","Win-Mix"
368,682,"Yang X., Chen Y., Pacenka S., Gao W., Ma L., Wang G., Yan P., Sui P., Steenhuis T.S.",2015,"Effect of diversified crop rotations on groundwater levels and crop water productivity in the North China Plain","Yang, X., Chen, Y., Pacenka, S., Gao, W., Ma, L., Wang, G., . . . Steenhuis, T. S. (2015). Effect of diversified crop rotations on groundwater levels and crop water productivity in the North China Plain. Journal of Hydrology, 522, 428-438. doi:10.1016/j.jhydrol.2015.01.010","Plot","Experiment (on farm)","China","Asia","UMIC","Synthetic - below threshold","irrigation",32.2192710638926,1.32219271063893,1.32219271063893,"Cumulative grain yield","NA","NA","NA","NA","NA",45.4545454545455,1.45454545454545,"1.4545454545454546","NA","NA","NA","NA",NA,"NA","NA","Win-Win"
369,711,"Zentner RP, Campbell CA, Selles F, et al",2007,"Economics of spring wheat production systems using conventional tillage management in the Brown soil zone - Revisited","Zentner, R. P., Wall, D. D., Nagy, C. N., Smith, E. G., Young, D. L., Miller, P. R., . . . Derksen, D. A. (2002). Economics of crop diversification and soil tillage opportunities in the Canadian prairies. Agronomy Journal, 94(2), 216-230. doi:10.2134/agronj2002.0220","Plot","Experiment (research station)","Canada","North America","HIC","Synthetic - below threshold","rainfed",61.8681318681319,1.61868131868132,1.61868131868132,"Cumulative grain yield","NA","NA","NA","NA","NA",10,1.1,"NA","1.1000000000000001","NA","NA","NA",NA,"NA","NA","Win-Mix"
