"uniqueID","StudyID_IDALL","Authors","Year","Title","Citation","Unit_analysis","Study_design","Case_countries","Continent","Worldbank_national_income_group","Synthetic_fertiliser_category","Water_source","Prov_services_average_percent_transf","Prov_services_average","Yield","Recoded_aspect_of_yield","Freshwater","Fuelwood","Fiber","Biochemicals","Genetic_resources","Nonecon_wellbeing_average_percent_transf","Nonecon_wellbeing_average","Natural_capital","Health","Education","Social_cultural_relations","Food_security","Employment","Justice","Property_rights","Combined_ecological_social_outcome"
135,282,"Kermah M., Franke A.C., Adjei-Nsiah S., Ahiabor B.D.K., Abaidoo R.C., Giller K.E.",2017,"Maize-grain legume intercropping for enhanced resource use efficiency and crop productivity in the Guinea savanna of northern Ghana","Kermah, M., Franke, A. C., Adjei-Nsiah, S., Ahiabor, B. D. K., Abaidoo, R. C., & Giller, K. E. (2017). Maize-grain legume intercropping for enhanced resource use efficiency and crop productivity in the Guinea savanna of northern Ghana. Field Crops Research, 213, 38-50. doi:10.1016/j.fcr.2017.07.009","Field","Experiment (on farm)","Ghana","Africa","LMIC","Synthetic - below threshold","rainfed",8.67051999999999,1.0867052,1.0867052,"Cumulative grain yield","NA","NA","NA","NA","NA",26,1.26,"1.26","NA","NA","NA","NA","Negative","NA","NA","Win-Mix"
136,282,"Kermah M., Franke A.C., Adjei-Nsiah S., Ahiabor B.D.K., Abaidoo R.C., Giller K.E.",2017,"Maize-grain legume intercropping for enhanced resource use efficiency and crop productivity in the Guinea savanna of northern Ghana","Kermah, M., Franke, A. C., Adjei-Nsiah, S., Ahiabor, B. D. K., Abaidoo, R. C., & Giller, K. E. (2017). Maize-grain legume intercropping for enhanced resource use efficiency and crop productivity in the Guinea savanna of northern Ghana. Field Crops Research, 213, 38-50. doi:10.1016/j.fcr.2017.07.010","Field","Experiment (on farm)","Ghana","Africa","LMIC","Synthetic - below threshold","rainfed",-10.365854,0.89634146,0.89634146,"Cumulative grain yield","NA","NA","NA","NA","NA",35,1.35,"1.35","NA","NA","NA","NA","Negative","NA","NA","Mix-Mix"
137,282,"Kermah M., Franke A.C., Adjei-Nsiah S., Ahiabor B.D.K., Abaidoo R.C., Giller K.E.",2017,"Maize-grain legume intercropping for enhanced resource use efficiency and crop productivity in the Guinea savanna of northern Ghana","Kermah, M., Franke, A. C., Adjei-Nsiah, S., Ahiabor, B. D. K., Abaidoo, R. C., & Giller, K. E. (2017). Maize-grain legume intercropping for enhanced resource use efficiency and crop productivity in the Guinea savanna of northern Ghana. Field Crops Research, 213, 38-50. doi:10.1016/j.fcr.2017.07.011","Field","Experiment (on farm)","Ghana","Africa","LMIC","Synthetic - below threshold","rainfed",12.631579,1.12631579,1.12631579,"Cumulative grain yield","NA","NA","NA","NA","NA",44,1.44,"1.44","NA","NA","NA","NA","Negative","NA","NA","Win-Mix"
138,282,"Kermah M., Franke A.C., Adjei-Nsiah S., Ahiabor B.D.K., Abaidoo R.C., Giller K.E.",2017,"Maize-grain legume intercropping for enhanced resource use efficiency and crop productivity in the Guinea savanna of northern Ghana","Kermah, M., Franke, A. C., Adjei-Nsiah, S., Ahiabor, B. D. K., Abaidoo, R. C., & Giller, K. E. (2017). Maize-grain legume intercropping for enhanced resource use efficiency and crop productivity in the Guinea savanna of northern Ghana. Field Crops Research, 213, 38-50. doi:10.1016/j.fcr.2017.07.012","Field","Experiment (on farm)","Ghana","Africa","LMIC","Synthetic - below threshold","rainfed",24.444444,1.24444444,1.24444444,"Cumulative grain yield","NA","NA","NA","NA","NA",46,1.46,"1.46","NA","NA","NA","NA","Negative","NA","NA","Win-Mix"
139,282,"Kermah M., Franke A.C., Adjei-Nsiah S., Ahiabor B.D.K., Abaidoo R.C., Giller K.E.",2017,"Maize-grain legume intercropping for enhanced resource use efficiency and crop productivity in the Guinea savanna of northern Ghana","Kermah, M., Franke, A. C., Adjei-Nsiah, S., Ahiabor, B. D. K., Abaidoo, R. C., & Giller, K. E. (2017). Maize-grain legume intercropping for enhanced resource use efficiency and crop productivity in the Guinea savanna of northern Ghana. Field Crops Research, 213, 38-50. doi:10.1016/j.fcr.2017.07.013","Field","Experiment (on farm)","Ghana","Africa","LMIC","Synthetic - below threshold","rainfed",4.93827200000001,1.04938272,1.04938272,"Cumulative grain yield","NA","NA","NA","NA","NA",46,1.46,"1.46","NA","NA","NA","NA","Negative","NA","NA","Win-Mix"
148,297,"Kihara J., Vanlauwe B., Waswa B., Kimetu J.M., Chianu J., Bationo A.",2010,"Strategic phosphorus application in legume-cereal rotations increases land productivity and profitability in western Kenya","Kihara, J., Vanlauwe, B., Waswa, B., Kimetu, J. M., Chianu, J., & Bationo, A. (2010). Strategic phosphorus application in legume-cereal rotations increases land productivity and profitability in western Kenya. Experimental Agriculture, 46(1), 35-52. doi:10.1017/S0014479709990810","Plot","Experiment (on farm)","Kenya","Africa","LMIC","Synthetic - below threshold","rainfed",10.555556,1.10555556,1.10555556,"Cumulative grain yield","NA","NA","NA","NA","NA",0,1,"NA","NA","NA","NA","NA","1","NA","NA","Win-Win"
150,757,"Koskey G, Leoni F, Carlesi S, Avio L, Barberi P.",2022,"Exploiting Plant Functional Diversity in Durum Wheat-Lentil Relay Intercropping to Stabilize Crop Yields under Contrasting Climatic Conditions","Koskey, G., Leoni, F., Carlesi, S., Avio, L., & Barberi, P. (2022). Exploiting Plant Functional Diversity in Durum Wheat-Lentil Relay Intercropping to Stabilize Crop Yields under Contrasting Climatic Conditions. Agronomy-Basel, 12(1), 15. doi:10.3390/agronomy12010210","Plot","Experiment (research station)","Italy","Europe","HIC","No synthetic","rainfed",18.6730816261264,1.18673081626126,1.18673081626126,"Cumulative grain yield","NA","NA","NA","NA","NA",234.166666666667,3.34166666666667,"3.3416666666666668","NA","NA","NA","NA",NA,"NA","NA","Win-Win"
151,309,"Kumar M., Kumar R., Rangnamei K.L., Das A., Meena K.L., Rajkhowa D.J.",2019,"Crop diversification for enhancing the productivity for food and nutritional security under the Eastern Himalayas","Kumar, M., Kumar, R., Rangnamei, K. L., Das, A., Meena, K. L., & Rajkhowa, D. J. (2019). Crop diversification for enhancing the productivity for food and nutritional security under the Eastern Himalayas. Indian Journal of Agricultural Sciences, 89(7), 1157-1161.","Field","Experiment (on farm)","India","Asia","LMIC","Unknown","rainfed",489.473684210526,5.89473684210526,5.89473684210526,"Equivalent yield","NA","NA","NA","NA","NA",65.5508403903465,1.65550840390346,"1.7831050228310503","1.5279117849758788","NA","NA","Positive",NA,"NA","NA","Win-Mix"
153,320,"Kuri B.R., Yadav R.S., Kumawat A.",2012,"Evaluation of pearl millet (Pennisetum glaucum) and mothbean (Vigna acconitifolia) intercropping systems in hyper arid partially irrigated north-western plains zone","Kuri, B. R., Yadav, R. S., & Kumawat, A. (2014). Evaluation of pearl millet (Pennisetum glaucum) and mothbean (Vigna acconitifolia) intercropping systems in hyper arid partially irrigated north-western plains zone. Indian Journal of Agricultural Sciences, 82(11), 993-996.","Plot","Experiment (on farm)","India","Asia","LMIC","Synthetic - below threshold","irrigation",23.2107438016529,1.23210743801653,1.23210743801653,"Equivalent yield","NA","NA","NA","NA","NA",2.63636363636364,1.02636363636364,"1.0263636363636364","NA","NA","NA","NA","NA","NA","NA","Win-Mix"
154,321,"Kutu F.R., Asiwe J.A.N.",2010,"Assessment of maize and dry bean productivity under different intercrop systems and fertilization regimes","Kutu, F. R., & Asiwe, J. A. N. (2010). Assessment of maize and dry bean productivity under different intercrop systems and fertilization regimes. African Journal of Agricultural Research, 5(13), 1627-1631.","Plot","Experiment (on farm)","South Africa","Africa","UMIC","Synthetic - below threshold","irrigation",42.72,1.4272,1.4272,"Cumulative grain yield","NA","NA","NA","NA","NA",111.6625,2.116625,"2.116625","NA","NA","NA","Positive","NA","NA","NA","Win-Win"
161,338,"LI Y.-H., SHI D.-Y., LI G.-H., ZHAO B., ZHANG J.-W., LIU P., REN B., DONG S.-T.",2019,"Maize/peanut intercropping increases photosynthetic characteristics, 13C-photosynthate distribution, and grain yield of summer maize","Li, Y.-h., Shi, D.-y., Li, G.-h., Zhao, B., Zhang, J.-w., Liu, P., . . . Dong, S.-t. (2019). Maize/peanut intercropping increases photosynthetic characteristics, 13C-photosynthate distribution, and grain yield of summer maize. Journal of Integrative Agriculture, 18(10), 2219-2229. doi:10.1016/s2095-3119(19)62616-x","Plot","Experiment (research station)","China","Asia","UMIC","Synthetic - above threshold","rainfed",89.7305907456317,1.89730590745632,1.89730590745632,"Cumulative grain yield","NA","NA","NA","NA","NA",15.5,1.155,"1.155","NA","NA","NA","NA","NA","NA","NA","Win-Win"
162,348,"Lopez-Ridaura S., Barba-Escoto L., Reyna-Ramirez C.A., Sum C., Palacios-Rojas N., Gerard B.",2021,"Maize intercropping in the milpa system. Diversity, extent and importance for nutritional security in the Western Highlands of Guatemala","Lopez-Ridaura, S., Barba-Escoto, L., Reyna-Ramirez, C. A., Sum, C., Palacios-Rojas, N., & Gerard, B. (2021). Maize intercropping in the milpa system. Diversity, extent and importance for nutritional security in the Western Highlands of Guatemala. Sci Rep, 11(1), 3696. doi:10.1038/s41598-021-82784-2","Farm","Recall (survey)","Guatemala","South America","UMIC","Unknown","rainfed",5.09843513377082,1.05098435133771,1.05098435133771,"Cumulative grain yield","NA","NA","NA","NA","NA",35.2941176470588,1.35294117647059,"Positive","1.3529411764705883","NA","NA","Positive","NA","NA","NA","Win-Win"
163,348,"Lopez-Ridaura S., Barba-Escoto L., Reyna-Ramirez C.A., Sum C., Palacios-Rojas N., Gerard B.",2021,"Maize intercropping in the milpa system. Diversity, extent and importance for nutritional security in the Western Highlands of Guatemala","Lopez-Ridaura, S., Barba-Escoto, L., Reyna-Ramirez, C. A., Sum, C., Palacios-Rojas, N., & Gerard, B. (2021). Maize intercropping in the milpa system. Diversity, extent and importance for nutritional security in the Western Highlands of Guatemala. Sci Rep, 11(1), 3696. doi:10.1038/s41598-021-82784-3","Farm","Recall (survey)","Guatemala","South America","UMIC","Unknown","rainfed",7.21857647652702,1.07218576476527,1.07218576476527,"Cumulative grain yield","NA","NA","NA","NA","NA",52.9411764705882,1.52941176470588,"Positive","1.5294117647058822","NA","NA","Positive","NA","NA","NA","Win-Win"
164,356,"MacWilliam S., Wismer M., Kulshreshtha S.",2014,"Life cycle and economic assessment of Western Canadian pulse systems: The inclusion of pulses in crop rotations","MacWilliam, S., Wismer, M., & Kulshreshtha, S. (2014). Life cycle and economic assessment of Western Canadian pulse systems: The inclusion of pulses in crop rotations. Agricultural Systems, 123, 43-53. doi:10.1016/j.agsy.2013.08.009","Functional unit (one tonne of grain)","Simulation model (LCA)","Canada","North America","HIC","Synthetic - below threshold","rainfed",8.74831763122477,1.08748317631225,1.08748317631225,"Non-legume yield only","NA","NA","NA","NA","NA",23,1.23,"NA","1.23","NA","NA","NA","NA","NA","NA","Win-Mix"
165,356,"MacWilliam S., Wismer M., Kulshreshtha S.",2014,"Life cycle and economic assessment of Western Canadian pulse systems: The inclusion of pulses in crop rotations","MacWilliam, S., Wismer, M., & Kulshreshtha, S. (2014). Life cycle and economic assessment of Western Canadian pulse systems: The inclusion of pulses in crop rotations. Agricultural Systems, 123, 43-53. doi:10.1016/j.agsy.2013.08.009","Functional unit (one tonne of grain)","Simulation model (LCA)","Canada","North America","HIC","Synthetic - below threshold","rainfed",30.6864064602961,1.30686406460296,1.30686406460296,"Non-legume yield only","NA","NA","NA","NA","NA",19,1.19,"NA","1.19","NA","NA","NA","NA","NA","NA","Win-Mix"
168,366,"Manjunath B.L., Paramesh V., Mahajan G.R., Reddy K.V., Das B., Singh N.P.",2018,"A five years study on the selection of rice based cropping systems in Goa, for west coast region of India","Manjunath, B. L., Paramesh, V., Mahajan, G. R., Reddy, K. V., Das, B., & Singh, N. P. (2018). A five years study on the selection of rice based cropping systems in Goa, for west coast region of India. Journal of Environmental Biology, 39(3), 393-399. doi:10.22438/jeb/39/3/MRN-593","Plot","Experiment (research station)","India","Asia","LMIC","No synthetic","irrigation",78.821363,1.78821363,1.78821363,"Equivalent yield","NA","NA","NA","NA","NA",180.76923,2.8076923,"NA","NA","NA","NA","NA","2.8076922999999998","NA","NA","Mix-Mix"
169,366,"Manjunath B.L., Paramesh V., Mahajan G.R., Reddy K.V., Das B., Singh N.P.",2018,"A five years study on the selection of rice based cropping systems in Goa, for west coast region of India","Manjunath, B. L., Paramesh, V., Mahajan, G. R., Reddy, K. V., Das, B., & Singh, N. P. (2018). A five years study on the selection of rice based cropping systems in Goa, for west coast region of India. Journal of Environmental Biology, 39(3), 393-399. doi:10.22438/jeb/39/3/MRN-593","Plot","Experiment (research station)","India","Asia","LMIC","No synthetic","irrigation",65.19337,1.6519337,1.6519337,"Equivalent yield","NA","NA","NA","NA","NA",121.15385,2.2115385,"NA","NA","NA","NA","NA","2.2115385000000001","NA","NA","Mix-Mix"
170,367,"Manjunath M.G., Salakinkop S.R., Somanagouda G.",2018,"Productivity and profitability of soybean based millets intercropping systems","Manjunath, M. G., Salakinkop, S. R., & Somanagouda, G. (2018). Productivity and profitability of soybean based millets intercropping systems. Research on Crops, 19(1), 43-47. doi:10.5958/2348-7542.2018.00006.2","Plot","Experiment (research station)","India","Asia","LMIC","Unknown","rainfed",22.146239,1.22146239,1.22146239,"Equivalent yield","NA","NA","NA","NA","NA",49.5,1.495,"1.4950000000000001","NA","NA","NA","NA","NA","NA","NA","Mix-Win"
171,367,"Manjunath M.G., Salakinkop S.R., Somanagouda G.",2018,"Productivity and profitability of soybean based millets intercropping systems","Manjunath, M. G., Salakinkop, S. R., & Somanagouda, G. (2018). Productivity and profitability of soybean based millets intercropping systems. Research on Crops, 19(1), 43-47. doi:10.5958/2348-7542.2018.00006.3","Plot","Experiment (research station)","India","Asia","LMIC","Unknown","rainfed",17.34072,1.1734072,1.1734072,"Equivalent yield","NA","NA","NA","NA","NA",46,1.46,"1.46","NA","NA","NA","NA","NA","NA","NA","Mix-Win"
172,367,"Manjunath M.G., Salakinkop S.R., Somanagouda G.",2018,"Productivity and profitability of soybean based millets intercropping systems","Manjunath, M. G., Salakinkop, S. R., & Somanagouda, G. (2018). Productivity and profitability of soybean based millets intercropping systems. Research on Crops, 19(1), 43-47. doi:10.5958/2348-7542.2018.00006.4","Plot","Experiment (research station)","India","Asia","LMIC","Unknown","rainfed",28.172255,1.28172255,1.28172255,"Equivalent yield","NA","NA","NA","NA","NA",38,1.38,"1.38","NA","NA","NA","NA","NA","NA","NA","Mix-Win"
174,384,"Mhlanga B., Mwila M., Thierfelder C.",2021,"Improved nutrition and resilience will make conservation agriculture more attractive for Zambian smallholder farmers","Mhlanga, B., Mwila, M., & Thierfelder, C. (2021). Improved nutrition and resilience will make conservation agriculture more attractive for Zambian smallholder farmers. Renewable Agriculture and Food Systems, 1-14. doi:10.1017/s1742170521000028","Field","Experiment (on farm)","Zambia","Africa","LIC","Synthetic - below threshold","rainfed",3.89999999999999,1.039,1.039,"Non-legume yield only","NA","NA","NA","NA","NA",0,1,"NA","Mixed","NA","NA","1","NA","NA","NA","Win-Mix"
175,744,"Midega, C.A.O., Salifu, D., Bruce, T.J., Pittchar, J., Pickett, J.A., Khan, Z.R.,",2014,"Cumulative effects and economic benefits of intercropping maize with food legumes on Striga hermonthica infestation.","Midega, C. A. O., Salifu, D., Bruce, T. J., Pittchar, J., Pickett, J. A., & Khan, Z. R. (2014). Cumulative effects and economic benefits of intercropping maize with food legumes on Striga hermonthica infestation. Field Crops Research, 155, 144-152. doi:10.1016/j.fcr.2013.09.013","Plot","Experiment (research station)","Kenya","Africa","LMIC","Synthetic - below threshold","rainfed",51.07,1.5107,1.5107,"Non-legume yield only","NA","NA","NA","NA","NA",68,1.68,"1.68","NA","NA","NA","NA",NA,"NA","NA","Win-Mix"
176,744,"Midega, C.A.O., Salifu, D., Bruce, T.J., Pittchar, J., Pickett, J.A., Khan, Z.R.,",2014,"Cumulative effects and economic benefits of intercropping maize with food legumes on Striga hermonthica infestation.","Midega, C. A. O., Salifu, D., Bruce, T. J., Pittchar, J., Pickett, J. A., & Khan, Z. R. (2014). Cumulative effects and economic benefits of intercropping maize with food legumes on Striga hermonthica infestation. Field Crops Research, 155, 144-152. doi:10.1016/j.fcr.2013.09.014","Plot","Experiment (research station)","Kenya","Africa","LMIC","Synthetic - below threshold","rainfed",42.45,1.4245,1.4245,"Non-legume yield only","NA","NA","NA","NA","NA",59,1.59,"1.59","NA","NA","NA","NA",NA,"NA","NA","Win-Mix"
177,744,"Midega, C.A.O., Salifu, D., Bruce, T.J., Pittchar, J., Pickett, J.A., Khan, Z.R.,",2014,"Cumulative effects and economic benefits of intercropping maize with food legumes on Striga hermonthica infestation.","Midega, C. A. O., Salifu, D., Bruce, T. J., Pittchar, J., Pickett, J. A., & Khan, Z. R. (2014). Cumulative effects and economic benefits of intercropping maize with food legumes on Striga hermonthica infestation. Field Crops Research, 155, 144-152. doi:10.1016/j.fcr.2013.09.012","Plot","Experiment (research station)","Kenya","Africa","LMIC","Synthetic - below threshold","rainfed",39.79,1.3979,1.3979,"Non-legume yield only","NA","NA","NA","NA","NA",54,1.54,"1.54","NA","NA","NA","NA",NA,"NA","NA","Win-Mix"
178,744,"Midega, C.A.O., Salifu, D., Bruce, T.J., Pittchar, J., Pickett, J.A., Khan, Z.R.,",2014,"Cumulative effects and economic benefits of intercropping maize with food legumes on Striga hermonthica infestation.","Midega, C. A. O., Salifu, D., Bruce, T. J., Pittchar, J., Pickett, J. A., & Khan, Z. R. (2014). Cumulative effects and economic benefits of intercropping maize with food legumes on Striga hermonthica infestation. Field Crops Research, 155, 144-152. doi:10.1016/j.fcr.2013.09.015","Plot","Experiment (research station)","Kenya","Africa","LMIC","Synthetic - below threshold","rainfed",41.78,1.4178,1.4178,"Non-legume yield only","NA","NA","NA","NA","NA",60,1.6,"1.6","NA","NA","NA","NA",NA,"NA","NA","Win-Mix"
179,744,"Midega, C.A.O., Salifu, D., Bruce, T.J., Pittchar, J., Pickett, J.A., Khan, Z.R.,",2014,"Cumulative effects and economic benefits of intercropping maize with food legumes on Striga hermonthica infestation.","Midega, C. A. O., Salifu, D., Bruce, T. J., Pittchar, J., Pickett, J. A., & Khan, Z. R. (2014). Cumulative effects and economic benefits of intercropping maize with food legumes on Striga hermonthica infestation. Field Crops Research, 155, 144-152. doi:10.1016/j.fcr.2013.09.016","Plot","Experiment (research station)","Kenya","Africa","LMIC","Synthetic - below threshold","rainfed",38.97,1.3897,1.3897,"Non-legume yield only","NA","NA","NA","NA","NA",54,1.54,"1.54","NA","NA","NA","NA",NA,"NA","NA","Win-Mix"
180,388,"Mishra M.M., Mohanty M., Gulati J.M.L., Nanda S.S.",2013,"Evaluation of various rice (Oryza sativa) based crop sequences for enhanced productivity, profitability and energy efficiency in eastern plateau and hills zone of India","Mishra, M. M., Mohanty, M., Gulati, J. M. L., & Nanda, S. S. (2013). Evaluation of various rice (Oryza sativa) based crop sequences for enhanced productivity, profitability and energy efficiency in eastern plateau and hills zone of India. Indian Journal of Agricultural Sciences, 83(12), 1279-1284.","Plot","Experiment (on farm)","India","Asia","LMIC","Synthetic - below threshold","rainfed",23.2420429311621,1.23242042931162,1.23242042931162,"Equivalent yield","NA","NA","NA","NA","NA",25.0038022813688,1.25003802281369,"1.2500380228136883","NA","NA","NA","NA","NA","NA","NA","Win-Mix"
181,388,"Mishra M.M., Mohanty M., Gulati J.M.L., Nanda S.S.",2013,"Evaluation of various rice (Oryza sativa) based crop sequences for enhanced productivity, profitability and energy efficiency in eastern plateau and hills zone of India","Mishra, M. M., Mohanty, M., Gulati, J. M. L., & Nanda, S. S. (2013). Evaluation of various rice (Oryza sativa) based crop sequences for enhanced productivity, profitability and energy efficiency in eastern plateau and hills zone of India. Indian Journal of Agricultural Sciences, 83(12), 1279-1284.","Plot","Experiment (on farm)","India","Asia","LMIC","Synthetic - below threshold","rainfed",14.2857142857143,1.14285714285714,1.14285714285714,"Equivalent yield","NA","NA","NA","NA","NA",20,1.2,"1.2000000000000002","NA","NA","NA","NA","NA","NA","NA","Mix-Mix"
182,742,"Mohan, H.M., Chittapur, B.M., Hiremath, S.M",2013,"EVALUATION OF RICEBEAN AND FRENCHBEAN AS INTERCROPS WITH MAIZE UNDER DIFFERENT ROW PROPORTIONS IN THE PENINSULAR REGION","Mohan, H. M., Chittapur, B. M., & Hiremath, S. M. (2013). EVALUATION OF RICEBEAN AND FRENCHBEAN AS INTERCROPS WITH MAIZE UNDER DIFFERENT ROW PROPORTIONS IN THE PENINSULAR REGION. Legume Research, 36(4), 338-343.","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","rainfed",34.3625498007968,1.34362549800797,1.34362549800797,"Equivalent yield","NA","NA","NA","NA","NA",44.3684210526316,1.44368421052632,"1.6600000000000001","1.2273684210526317","NA","NA","NA",NA,"NA","NA","Win-Win"
183,742,"Mohan, H.M., Chittapur, B.M., Hiremath, S.M",2013,"EVALUATION OF RICEBEAN AND FRENCHBEAN AS INTERCROPS WITH MAIZE UNDER DIFFERENT ROW PROPORTIONS IN THE PENINSULAR REGION","Mohan, H. M., Chittapur, B. M., & Hiremath, S. M. (2013). EVALUATION OF RICEBEAN AND FRENCHBEAN AS INTERCROPS WITH MAIZE UNDER DIFFERENT ROW PROPORTIONS IN THE PENINSULAR REGION. Legume Research, 36(4), 338-343.","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","rainfed",68.1938911022576,1.68193891102258,1.68193891102258,"Equivalent yield","NA","NA","NA","NA","NA",47.75,1.4775,"1.6950000000000001","1.26","NA","NA","NA",NA,"NA","NA","Win-Win"
184,742,"Mohan, H.M., Chittapur, B.M., Hiremath, S.M",2013,"EVALUATION OF RICEBEAN AND FRENCHBEAN AS INTERCROPS WITH MAIZE UNDER DIFFERENT ROW PROPORTIONS IN THE PENINSULAR REGION","Mohan, H. M., Chittapur, B. M., & Hiremath, S. M. (2013). EVALUATION OF RICEBEAN AND FRENCHBEAN AS INTERCROPS WITH MAIZE UNDER DIFFERENT ROW PROPORTIONS IN THE PENINSULAR REGION. Legume Research, 36(4), 338-343.","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","rainfed",34.7830898627711,1.34783089862771,1.34783089862771,"Equivalent yield","NA","NA","NA","NA","NA",69.75,1.6975,"1.6950000000000001","1.7","NA","NA","NA",NA,"NA","NA","Win-Win"
186,396,"Mudita I.I., Chiduza C., Richardson-Kageler S., Murungu F.S.",2008,"Evaluation of different strategies of intercropping maize (Zea mays L.) and soya bean (Glycine max (L.) Merrill) under small-holder production in sub-humid Zimbabwe","Mudita, I. I., Chiduza, C., Richardson, S., & Murungu, F. S. (2008). Evaluation of Different Strategies of Intercropping Maize (Zea mays L.) and Soya Bean (Glycine max (L.) Merrill) Under Small-Holder Production in Sub-Humid Zimbabwe. Journal of Agronomy, 7(3), 237-243. doi:10.3923/ja.2008.237.243","Plot","Experiment (on farm)","Zimbabwe","Africa","LMIC","Synthetic - below threshold","rainfed",-12.825705,0.87174295,0.87174295,"Cumulative grain yield","NA","NA","NA","NA","NA",22,1.22,"1.22","NA","NA","NA","NA","NA","NA","NA","Lose-Mix"
187,396,"Mudita I.I., Chiduza C., Richardson-Kageler S., Murungu F.S.",2008,"Evaluation of different strategies of intercropping maize (Zea mays L.) and soya bean (Glycine max (L.) Merrill) under small-holder production in sub-humid Zimbabwe","Mudita, I. I., Chiduza, C., Richardson, S., & Murungu, F. S. (2008). Evaluation of Different Strategies of Intercropping Maize (Zea mays L.) and Soya Bean (Glycine max (L.) Merrill) Under Small-Holder Production in Sub-Humid Zimbabwe. Journal of Agronomy, 7(3), 237-243. doi:10.3923/ja.2008.237.243","Plot","Experiment (on farm)","Zimbabwe","Africa","LMIC","Synthetic - below threshold","rainfed",-16.106386,0.83893614,0.83893614,"Cumulative grain yield","NA","NA","NA","NA","NA",24,1.24,"1.24","NA","NA","NA","NA","NA","NA","NA","Lose-Mix"
188,396,"Mudita I.I., Chiduza C., Richardson-Kageler S., Murungu F.S.",2008,"Evaluation of different strategies of intercropping maize (Zea mays L.) and soya bean (Glycine max (L.) Merrill) under small-holder production in sub-humid Zimbabwe","Mudita, I. I., Chiduza, C., Richardson, S., & Murungu, F. S. (2008). Evaluation of Different Strategies of Intercropping Maize (Zea mays L.) and Soya Bean (Glycine max (L.) Merrill) Under Small-Holder Production in Sub-Humid Zimbabwe. Journal of Agronomy, 7(3), 237-243. doi:10.3923/ja.2008.237.243","Plot","Experiment (on farm)","Zimbabwe","Africa","LMIC","Synthetic - below threshold","rainfed",-2.99266500000001,0.97007335,0.97007335,"Cumulative grain yield","NA","NA","NA","NA","NA",54,1.54,"1.54","NA","NA","NA","NA","NA","NA","NA","Lose-Win"
190,404,"Mwila M., Mhlanga B., Thierfelder C.",2021,"Intensifying cropping systems through doubled-up legumes in Eastern Zambia","Mwila, M., Mhlanga, B., & Thierfelder, C. (2021). Intensifying cropping systems through doubled-up legumes in Eastern Zambia. Sci Rep, 11(1), 8101. doi:10.1038/s41598-021-87594-0","Farm","Experiment (on farm)","Zambia","Africa","LIC","Synthetic - below threshold","rainfed",11.624326,1.11624326,1.11624326,"Cumulative grain yield","NA","NA","NA","NA","NA",22,1.22,"1.22","NA","NA","NA","Positive","NA","NA","NA","Win-Win"
197,409,"Namatsheve T., Chikowo R., Corbeels M., Mouquet-Rivier C., Icard-Vernière C., Cardinael R.",2021,"Maize-cowpea intercropping as an ecological intensification option for low input systems in sub-humid Zimbabwe: Productivity, biological N2-fixation and grain mineral content","Namatsheve, T., Chikowo, R., Corbeels, M., Mouquet-Rivier, C., Icard-Vernière, C., & Cardinael, R. (2021). Maize-cowpea intercropping as an ecological intensification option for low input systems in sub-humid Zimbabwe: Productivity, biological N2-fixation and grain mineral content. Field Crops Research, 263. doi:10.1016/j.fcr.2020.108052","Field","Experiment (on farm)","Zimbabwe","Africa","LMIC","Synthetic - below threshold","rainfed",128.406936,2.28406936,2.28406936,"Non-legume yield only","NA","NA","NA","NA","NA",30.5,1.305,"1.3049999999999999","Positive","NA","NA","NA",NA,"NA","NA","Win-Win"
201,412,"Narkhede W.N., Deshmukh M.S., Bhale V.M., Gill M.S., Gadade G.D., More S.S.",2011,"Diversification of cropping systems under assured irrigated conditions in central plateau zone of Maharashtra","Narkhede, W. N., Deshmukh, M. S., Bhale, V. M., Gill, M. S., Gadade, G. D., & More, S. S. (2011). Diversification of cropping systems under assured irrigated conditions in central plateau zone of Maharashtra. Indian Journal of Agronomy, 56(2), 104-108.","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","irrigation",16,1.16,1.16,"Equivalent yield","NA","NA","NA","NA","NA",-6.42,0.9358,"0.93579999999999997","NA","NA","NA","NA",NA,"NA","NA","Win-Mix"
202,413,"Nasrallah A., Belhouchette H., Baghdadi N., Mhawej M., Darwish T., Darwich S., Faour G.",2020,"Performance of wheat-based cropping systems and economic risk of low relative productivity assessment in a sub-dry Mediterranean environment","Nasrallah, A., Belhouchette, H., Baghdadi, N., Mhawej, M., Darwish, T., Darwich, S., & Faour, G. (2020). Performance of wheat-based cropping systems and economic risk of low relative productivity assessment in a sub-dry Mediterranean environment. European Journal of Agronomy, 113. doi:10.1016/j.eja.2019.125968","Field (based on modelling)","Experiment (on farm)","Lebanon","Asia","LMIC","Synthetic - above threshold","irrigation",4.83678299999999,1.04836783,1.04836783,"Non-legume yield only","NA","NA","NA","NA","NA",-2.70114,0.9729886,"0.97298859999999998","NA","NA","NA","NA",NA,"NA","NA","Win-Mix"
